id,stop_name,location
900000140071,虹桥小区,"113.214366,36.125593"
900000140071,宜盛苑,"113.215534,36.127201"
900000140071,民政局,"113.216454,36.126286"
900000140071,银座壹号,"113.218472,36.124258"
900000140071,修善村,"113.22155,36.113267"
900000140071,新一中,"113.218489,36.108091"
900000140071,公交公司,"113.219782,36.098766"
900000140071,久安公交公司,"113.215634,36.103212"
140400010020,慈林山,"112.921871,35.984531"
140400010020,司马,"113.045442,36.123199"
140400010020,安城,"113.056365,36.144279"
140400010020,刘家庄,"113.072005,36.157882"
140400010020,针漳村,"113.080965,36.168553"
140400010020,五针街口,"113.081734,36.173054"
140400010020,市建总公司,"113.083306,36.184658"
140400010020,瓦窑沟,"113.08416,36.188031"
140400010020,医药公司,"113.084636,36.189212"
140400010020,建华巷口,"113.088862,36.189678"
140400010020,五一桥,"113.094215,36.187959"
140400010020,人民公园,"113.098713,36.189017"
140400010020,营口街,"113.101108,36.187623"
140400010020,天晚集路口,"113.103841,36.18605"
140400010020,十字街,"113.108846,36.183465"
140400010020,花园枢纽,"113.114332,36.177934"
140400010019,花园枢纽,"113.114089,36.178008"
140400010019,花园街口,"113.11327,36.178904"
140400010019,长兴路口、东南购物,"113.112525,36.182217"
140400010019,十字街,"113.109023,36.183455"
140400010019,天晚集路口,"113.105791,36.185073"
140400010019,营口街,"113.1016,36.187452"
140400010019,人民公园,"113.098569,36.189226"
140400010019,五一桥,"113.093311,36.188535"
140400010019,建华巷口,"113.088945,36.189902"
140400010019,医药公司,"113.084652,36.18954"
140400010019,瓦窑沟,"113.083963,36.187843"
140400010019,市建总公司,"113.083165,36.184483"
140400010019,五针街口,"113.081385,36.172849"
140400010019,针漳村,"113.080898,36.16885"
140400010019,刘家庄,"113.072285,36.158128"
140400010019,安城,"113.055755,36.143779"
140400010019,司马,"113.045278,36.123243"
140400010019,慈林山煤矿,"112.921825,35.984451"
900000177459,石门村,"113.230907,36.085582"
900000177459,王兵玻璃厂,"113.230117,36.08928"
900000177459,公交公司,"113.219432,36.098888"
900000177459,文体中心,"113.210183,36.095525"
900000177459,御龙花园,"113.207577,36.096399"
900000177459,阳光苑,"113.202922,36.097969"
900000177459,城南中学,"113.200845,36.099796"
900000177459,华丽港,"113.201972,36.101893"
900000177459,南关装饰城,"113.203695,36.105077"
900000177459,邮电局,"113.204755,36.107037"
900000177459,588超市,"113.205772,36.108758"
900000177459,博雅东苑,"113.207236,36.111318"
900000177459,体育场,"113.208132,36.113203"
900000177459,文化局,"113.209385,36.115771"
900000177459,红旗小学,"113.21089,36.118737"
900000177459,宜盛苑,"113.212416,36.121683"
900000177459,虹桥小区,"113.214314,36.125495"
900000177459,民政局,"113.216454,36.126286"
900000177459,银座壹号,"113.218472,36.124258"
900000177459,壶化集团,"113.226884,36.118611"
900000177459,马驹村,"113.230209,36.122003"
900000177459,杜家河,"113.232469,36.130839"
900000177459,常平中学,"113.234896,36.130063"
900000177459,常平温泉小镇,"113.244965,36.134887"
900000177459,李掌,"113.232956,36.137431"
900000177459,常平钢厂,"113.227757,36.140245"
900000177459,物流园区,"113.223788,36.155195"
900000177459,西庄村,"113.231354,36.152235"
900000177459,欢乐太行谷,"113.238602,36.168876"
900000177459,双语学校,"113.250547,36.173433"
900000177459,凤凰山庄,"113.262208,36.176782"
900000177458,凤凰山庄,"113.262208,36.176782"
900000177458,双语学校,"113.250564,36.173464"
900000177458,太行欢乐谷,"113.239186,36.169049"
900000177458,西庄村,"113.224395,36.158182"
900000177458,物流园区,"113.223735,36.155502"
900000177458,常平钢厂,"113.22556,36.141375"
900000177458,李章村,"113.230065,36.138939"
900000177458,常平小镇,"113.244911,36.134895"
900000177458,常平村,"113.239018,36.129123"
900000177458,常平中学,"113.235221,36.130007"
900000177458,杜家河,"113.231984,36.130386"
900000177458,马驹村口,"113.231,36.122858"
900000177458,招呼站,"113.229197,36.120989"
900000177458,郭向鸿医院,"113.226927,36.118655"
900000177458,坛上村,"113.218287,36.124572"
900000177458,民政局,"113.216136,36.126705"
900000177458,污水处理厂,"113.214406,36.125816"
900000177458,宜盛苑,"113.212364,36.121686"
900000177458,红旗小学,"113.210694,36.118507"
900000177458,米兰装饰城,"113.209935,36.117002"
900000177458,实验小学,"113.208531,36.114155"
900000177458,家得利超市,"113.206239,36.109618"
900000177458,邮电局,"113.204077,36.105921"
900000177458,运管所,"113.203192,36.104295"
900000177458,体育场,"113.199611,36.104971"
900000177458,中瀛酒店,"113.201916,36.101954"
900000177458,城南中学,"113.20099,36.100204"
900000177458,阳光苑,"113.203286,36.097777"
900000177458,御龙花园,"113.207222,36.096461"
900000177458,秦庄口,"113.211097,36.095339"
900000177458,公交公司,"113.219782,36.098766"
900000177458,董家坡,"113.227798,36.096798"
900000177458,王兵玻璃厂,"113.230054,36.089786"
900000177458,石门村,"113.230884,36.086057"
900000177297,洪水,"113.228739,36.866452"
900000177297,洪水村,"113.226077,36.865371"
900000177297,寨坪,"113.214782,36.860353"
900000177297,小西岭,"113.209297,36.850417"
900000177297,东庄,"113.208646,36.845807"
900000177297,下寨,"113.206805,36.83179"
900000177297,东庄煤矿,"113.199159,36.820855"
900000177297,义安新村,"113.194131,36.817822"
900000177297,祥良,"113.173795,36.813296"
900000177297,尚元,"113.161273,36.807793"
900000177297,河不凌,"113.151137,36.798315"
900000177297,蟠龙镇北,"113.139115,36.790273"
900000177297,蟠龙镇,"113.13698,36.788575"
900000177297,蟠龙镇政府,"113.13575,36.787601"
900000177297,蟠龙口,"113.132505,36.785036"
900000177297,闫家庄,"113.129628,36.782762"
900000177297,上型塘,"113.118805,36.775299"
900000177297,下型塘口,"113.103782,36.769319"
900000177297,下型塘,"113.098266,36.767998"
900000177297,陌峪,"113.091685,36.766762"
900000177297,上北漳,"113.084557,36.76064"
900000177297,杨桃湾,"113.061475,36.760429"
900000177297,北社,"113.056609,36.764202"
900000177297,监漳,"113.053691,36.766057"
900000177297,李峪村,"113.04736,36.779533"
900000177297,魏家庄,"113.045602,36.789748"
900000177297,长乐村,"113.036803,36.79369"
900000177297,长乐,"113.032023,36.794074"
900000177297,峪口村,"113.020384,36.801252"
900000177297,型村,"113.004291,36.804673"
900000177297,连庄沟,"112.99855,36.812025"
900000177297,里庄口,"112.989954,36.808963"
900000177297,里庄,"112.98844,36.807458"
900000177297,宏艺新村,"112.974583,36.808519"
900000177297,马家庄,"112.971191,36.810808"
900000177297,马庄,"112.958356,36.813891"
900000177297,东关,"112.929642,36.822809"
900000177297,故县,"112.92316,36.824983"
900000177297,连元,"112.903706,36.825537"
900000177297,武乡二中,"112.868724,36.829"
900000177297,汽车站,"112.861156,36.826655"
900000177295,武乡汽车站,"112.860195,36.826566"
900000177295,汽车站,"112.861143,36.826659"
900000177295,武乡二中,"112.868624,36.828971"
900000177295,东村,"112.875334,36.82911"
900000177295,连元,"112.903778,36.825553"
900000177295,故县,"112.918614,36.825267"
900000177295,东关,"112.926258,36.824619"
900000177295,韩庄,"112.946027,36.818477"
900000177295,马庄,"112.958104,36.813731"
900000177295,马家庄,"112.971592,36.810394"
900000177295,宏艺新村,"112.974551,36.808536"
900000177295,里庄,"112.983646,36.808333"
900000177295,里庄口,"112.990003,36.809199"
900000177295,连庄沟,"112.998282,36.812144"
900000177295,型村,"113.003944,36.804671"
900000177295,峪口,"113.02018,36.8014"
900000177295,长乐村口,"113.031893,36.794093"
900000177295,长乐,"113.037128,36.793703"
900000177295,魏家庄,"113.045388,36.790077"
900000177295,李峪,"113.047358,36.779533"
900000177295,监漳,"113.053891,36.765888"
900000177295,北社,"113.05686,36.764053"
900000177295,杨桃湾,"113.061551,36.760378"
900000177295,老寨小学(招呼站),"113.07686,36.762378"
900000177295,上北漳,"113.084494,36.760645"
900000177295,陌峪,"113.091968,36.766816"
900000177295,下型塘,"113.103658,36.769314"
900000177295,离相寺,"113.107066,36.769436"
900000177295,上型塘,"113.121946,36.777553"
900000177295,蟠龙口,"113.13243,36.784976"
900000177295,蟠龙镇政府,"113.135678,36.787545"
900000177295,蟠龙镇,"113.13724,36.78874"
900000177295,蟠龙,"113.139111,36.790269"
900000177295,河不凌,"113.151128,36.798312"
900000177295,尚元,"113.161221,36.807663"
900000177295,祥良,"113.174019,36.813446"
900000177295,义安新村,"113.194037,36.817776"
900000177295,东庄煤矿,"113.199912,36.821503"
900000177295,下寨口,"113.206694,36.831712"
900000177295,新寨村口,"113.21099,36.835308"
900000177295,东庄,"113.20875,36.846029"
900000177295,小西岭,"113.209308,36.850578"
900000177295,寨坪,"113.21497,36.860629"
900000177295,洪水村,"113.222826,36.865473"
900000177295,洪水,"113.228478,36.866228"
900000139711,杜村,"112.913407,36.626918"
900000139711,元沟,"112.922075,36.632248"
900000139711,下庙,"112.926229,36.671284"
900000139711,垴上,"112.90801,36.676011"
900000139711,青家庄,"112.926953,36.669398"
900000139711,王村镇政府,"112.947409,36.66224"
900000139711,王村镇,"112.947952,36.662067"
900000139711,王村,"112.949622,36.661424"
900000139711,北姚,"112.969683,36.648717"
900000139711,店上,"112.97684,36.644939"
900000139711,庄里,"112.976788,36.623116"
900000139711,白家坪村口,"112.982803,36.615696"
900000139711,坪上,"112.992851,36.618168"
900000139711,善福,"113.007492,36.60756"
900000139711,石峪,"113.010239,36.599935"
900000139711,郄家烟,"113.017124,36.584518"
900000139711,上丰,"113.017791,36.582704"
900000139711,赵家烟,"113.020377,36.57549"
900000139711,苗家岭,"113.02449,36.565666"
900000139711,栗家岭,"113.030212,36.555279"
900000139711,西垴头,"113.033715,36.548868"
900000139711,职校,"113.035049,36.546825"
900000139711,创新公司,"113.041369,36.540836"
900000138413,创新公司,"113.041946,36.541311"
900000138413,职校,"113.035993,36.54608"
900000138413,西垴头,"113.033708,36.548878"
900000138413,栗家岭,"113.030256,36.555215"
900000138413,栗家岭十字,"113.027314,36.560546"
900000138413,苗家岭,"113.024384,36.565859"
900000138413,赵家烟,"113.020343,36.575608"
900000138413,上丰,"113.017652,36.583073"
900000138413,郄家烟,"113.015945,36.587831"
900000138413,上丰砖厂,"113.014579,36.590877"
900000138413,石峪,"113.010265,36.599878"
900000138413,善福,"113.00827,36.605125"
900000138413,煤矿,"113.007548,36.607365"
900000138413,坪上,"112.9925,36.618488"
900000138413,白家坪村口,"112.982801,36.615693"
900000138413,庄里,"112.976399,36.622375"
900000138413,店上,"112.984879,36.644099"
900000138413,北姚,"112.969372,36.648868"
900000138413,王村镇,"112.946951,36.662369"
900000138413,下庙,"112.92554,36.671945"
900000138413,垴上,"112.90801,36.676011"
900000138413,青家庄,"112.926953,36.669398"
900000138413,杜村,"112.913251,36.626866"
140400010100,长治北火车站,"113.123529,36.309002"
140400010100,长北火车站,"113.121602,36.308529"
140400010100,长北货场,"113.121671,36.305751"
140400010100,交警五队,"113.12178,36.302339"
140400010100,张庄,"113.121885,36.299065"
140400010100,机务段,"113.121617,36.294072"
140400010100,张庄南、鑫佳馨防盗门厂,"113.121121,36.289975"
140400010100,水泥厂,"113.119679,36.282882"
140400010100,李村沟,"113.120153,36.276546"
140400010100,李村,"113.121602,36.271237"
140400010100,郭村,"113.121433,36.263321"
140400010100,陈村,"113.121343,36.260067"
140400010100,果园,"113.12125,36.254382"
140400010100,92925部队,"113.121424,36.249782"
140400010100,三局路口,"113.121432,36.245687"
140400010100,小辛庄,"113.121098,36.243614"
140400010100,飞机场,"113.121846,36.239535"
140400010100,潞州司法局,"113.122518,36.23709"
140400010100,北环路口,"113.126379,36.227745"
140400010100,英雄北路口,"113.129006,36.225052"
140400010100,纬五路西口,"113.126969,36.22052"
140400010100,纬五路口,"113.125681,36.217656"
140400010100,中级法院,"113.123962,36.21376"
140400010100,保宁门街口,"113.122565,36.210573"
140400010100,公交集团,"113.120867,36.206668"
140400010100,桥北,"113.118294,36.200822"
140400010100,市政府,"113.115243,36.19383"
140400010100,英雄台,"113.111952,36.186258"
140400010100,花园街口,"113.112802,36.177987"
140400010100,军分区,"113.11163,36.17382"
140400010100,长治医学院,"113.116113,36.172286"
140400010100,医学院东校区,"113.120712,36.170868"
140400010100,淮北小区,"113.123656,36.170571"
140400010100,金合家苑,"113.127861,36.169392"
140400010100,长治五中,"113.132812,36.167951"
140400010100,北石槽村,"113.137131,36.166755"
140400010100,五轧路口,"113.137164,36.175837"
140400010100,东关枢纽,"113.133582,36.175764"
140400010099,东关枢纽,"113.134089,36.175665"
140400010099,五轧路口,"113.136687,36.175762"
140400010099,北石槽村,"113.136988,36.166886"
140400010099,长治五中,"113.131981,36.168274"
140400010099,金合家苑,"113.12756,36.169598"
140400010099,淮北小区,"113.12352,36.170666"
140400010099,医学院东校区,"113.120378,36.170989"
140400010099,长治医学院,"113.117241,36.171913"
140400010099,军分区,"113.111975,36.173776"
140400010099,花园街口,"113.11327,36.178904"
140400010099,长兴路口、东南购物,"113.112525,36.182217"
140400010099,英雄台,"113.112752,36.187969"
140400010099,市政府,"113.114857,36.192734"
140400010099,桥北,"113.118177,36.200269"
140400010099,公交集团,"113.120968,36.20668"
140400010099,保宁门街口,"113.122713,36.210673"
140400010099,中级法院,"113.12372,36.212986"
140400010099,纬五路口,"113.125673,36.217418"
140400010099,纬五路西口,"113.127144,36.220688"
140400010099,英雄北路口,"113.12928,36.225421"
