id,stop_name,location,longitude,latitude,wgs84_longitude,wgs84_latitude
900000153411,化家庄南,"113.106356,36.214345",113.106356,36.214345,113.09968496648564,36.21416810645842
900000153411,高新工业园,"113.102747,36.215097",113.102747,36.215097,113.09607565925504,36.214918958977606
900000153411,保宁门街太行路口,"113.097,36.215998",113.097,36.215998,113.09032964866091,36.21581936023987
900000153411,保宁门西街口,"113.092898,36.215336",113.092898,36.215336,113.08622961586069,36.21515815457254
900000153411,太西枢纽,"113.089614,36.212027",113.089614,36.212027,113.08294818954931,36.211851042434056
900000153411,体育路口,"113.08264,36.213728",113.08264,36.213728,113.07598065359332,36.21355542455274
900000153411,行政审批服务中心,"113.078077,36.214835",113.078077,36.214835,113.07142336540508,36.21466582335792
900000153411,西二环路口,"113.070469,36.21668",113.070469,36.21668,113.06382746740078,36.21651855203825
900000153411,滨湖路口,"113.066228,36.217704",113.066228,36.217704,113.05959458537096,36.21754795799927
900000153411,互通桥,"113.040715,36.223948",113.040715,36.223948,113.03414927804826,36.22383953786397
900000153411,变电站,"113.029003,36.231326",113.029003,36.231326,113.0224768892951,36.23124541553674
900000153411,常金村,"113.019038,36.238722",113.019038,36.238722,113.01254864251898,36.23866733909082
900000153411,常珍村,"113.013211,36.24486",113.013211,36.24486,113.00674389516827,36.24482075600374
900000153411,东史村,"113.010148,36.250925",113.010148,36.250925,113.00369247355495,36.25089323094962
900000153411,屯留路口(招呼站),"113.007717,36.2629",113.007717,36.2629,113.00126992611729,36.26287219925627
900000153411,西史村(招呼站),"112.998759,36.265354",112.998759,36.265354,112.99234811242056,36.26535266703149
900000153411,王公庄(招呼站),"112.979198,36.270738",112.979198,36.270738,112.97286486939348,36.2707933406764
900000153411,东鸣水,"112.966554,36.274207",112.966554,36.274207,112.96026741739826,36.274295908829096
900000153411,区污水厂(招呼站),"112.961008,36.275724",112.961008,36.275724,112.95474032381762,36.27582639767775
900000153411,北宋,"112.949327,36.280703",112.949327,36.280703,112.94309511983131,36.28083016516984
900000153411,宋庄,"112.934883,36.291628",112.934883,36.291628,112.92868635829703,36.29177743734446
900000153411,东藕,"112.9269,36.296277",112.9269,36.296277,112.9207184361149,36.2964354419536
900000153411,中藕,"112.924346,36.297759",112.924346,36.297759,112.91816853662877,36.29791973451991
900000153411,西藕,"112.915004,36.303294",112.915004,36.303294,112.90883846024576,36.303460591340524
900000153411,水泉,"112.912413,36.304874",112.912413,36.304874,112.90624990325506,36.305041502543745
900000153411,久安路口,"112.904862,36.308608",112.904862,36.308608,112.89870399306653,36.308776700239605
900000153411,东外环路口(招呼站),"112.903195,36.310199",112.903195,36.310199,112.89703760944275,36.310367381265756
900000153411,麟绛东街口(招呼站),"112.901092,36.313876",112.901092,36.313876,112.89493498811878,36.31404327581807
900000153411,区教育局,"112.896193,36.314714",112.896193,36.314714,112.89003679681335,36.314880383856426
900000153411,区政府,"112.892539,36.315334",112.892539,36.315334,112.88638257812048,36.31549905534889
900000153411,长兴客运站,"112.889816,36.314499",112.889816,36.314499,112.88365911230036,36.314663116188484
900000153411,区公路段,"112.889345,36.312665",112.889345,36.312665,112.88318817919644,36.31282945595367
900000153411,区交通局,"112.891318,36.311347",112.891318,36.311347,112.88516181188089,36.31151281014277
900000153411,区财政局,"112.894094,36.3109",112.894094,36.3109,112.88793821314312,36.31106700265958
900000153411,曙光商业街,"112.898451,36.309969",112.898451,36.309969,112.89229506099265,36.31013729383886
900000139724,庄园,"113.403819,36.497778",113.403819,36.497778,113.39707930160283,36.49749388826514
900000139724,铁矿家属院,"113.404273,36.494415",113.404273,36.494415,113.3975337970232,36.49413249252771
900000139724,中线一,"113.402509,36.494996",113.402509,36.494996,113.39576941482214,36.494713151675136
900000139724,中线二,"113.399687,36.497266",113.399687,36.497266,113.39294700682422,36.49698226171319
900000139724,庄园幼儿园,"113.398273,36.496202",113.398273,36.496202,113.39153322898095,36.495918976262956
900000139724,仁庄,"113.39612,36.495373",113.39612,36.495373,113.38938068409226,36.49509085782649
900000139724,水泵厂北,"113.389043,36.49818",113.389043,36.49818,113.38230627479064,36.497899535430605
900000139724,河下街,"113.389306,36.501311",113.389306,36.501311,113.38256874879411,36.501028912664296
900000139724,交电,"113.388077,36.505817",113.388077,36.505817,113.38133997291345,36.505533489500856
900000139724,黎城宾馆,"113.388264,36.506137",113.388264,36.506137,113.38152681483561,36.50585322431947
900000139724,黎城一中,"113.390152,36.50944",113.390152,36.50944,113.38341331049399,36.5091535855416
900000139724,农业局,"113.391552,36.511977",113.391552,36.511977,113.38481230356825,36.51168867325417
900000139724,广盛苑,"113.394576,36.515347",113.394576,36.515347,113.3878347304076,36.515055823753485
900000139724,运管所,"113.399722,36.517799",113.399722,36.517799,113.39297957454238,36.51750544170168
900000139724,印象小区,"113.403029,36.519799",113.403029,36.519799,113.39628655212296,36.51950430393228
900000139615,印象小区,"113.402969,36.519787",113.402969,36.519787,113.39622654420562,36.519492308465274
900000139615,工商局,"113.401662,36.518876",113.401662,36.518876,113.39491949879383,36.51858176373995
900000139615,运管所,"113.399438,36.517748",113.399438,36.517748,113.39269559052123,36.51745450262176
900000139615,广秀园,"113.394576,36.515347",113.394576,36.515347,113.3878347304076,36.515055823753485
900000139615,火车站,"113.392691,36.514219",113.392691,36.514219,113.38595053897745,36.51392908629681
900000139615,农业局,"113.391487,36.511936",113.391487,36.511936,113.38474733896322,36.51164772338692
900000139615,教育街,"113.390097,36.509516",113.390097,36.509516,113.38335833133685,36.50922957790062
900000139615,人民医院,"113.388261,36.506266",113.388261,36.506266,113.38152380148418,36.50598216460263
900000139615,一品嘉园,"113.387094,36.504201",113.387094,36.504201,113.38035782518634,36.50391887332037
900000139615,水泵厂,"113.388958,36.498212",113.388958,36.498212,113.38222132203589,36.49793156879244
900000139615,老年公寓,"113.402779,36.497662",113.402779,36.497662,113.39603913593272,36.497377905785825
900000139615,庄园,"113.403633,36.497856",113.403633,36.497856,113.3968932558179,36.49757184155513
140400010096,长钢,"113.051675,36.361679",113.051675,36.361679,113.045060263852,36.3615047066522
140400010096,西沟(招呼站),"113.056909,36.360252",113.056909,36.360252,113.05028049486931,36.36006821422297
140400010096,故漳口,"113.062202,36.359367",113.062202,36.359367,113.05556087166748,36.35917450852086
140400010096,西旺,"113.06863,36.358409",113.06863,36.358409,113.06197547338601,36.358207448142736
140400010096,长钢厂区北口(招呼站),"113.07156,36.357944",113.07156,36.357944,113.06490010272805,36.35773891355781
140400010096,东旺,"113.077023,36.357881",113.077023,36.357881,113.07035425403252,36.357670048058594
140400010096,魏村,"113.09451,36.358503",113.09451,36.358503,113.0878240869342,36.358281971260894
140400010096,铁运公司(招呼站),"113.098805,36.358711",113.098805,36.358711,113.09211748564407,36.358489568817234
140400010096,亚瑞公司,"113.105391,36.327808",113.105391,36.327808,113.09870662997078,36.32759804861298
140400010096,合成口,"113.104298,36.325561",113.104298,36.325561,113.09761380851465,36.325351476265126
140400010096,高庄,"113.098462,36.314709",113.098462,36.314709,113.09177971115614,36.3145021992432
140400010096,漳电路口,"113.097921,36.310698",113.097921,36.310698,113.0912393316422,36.310492467390056
140400010096,马厂法院,"113.107407,36.310421",113.107407,36.310421,113.10072497760224,36.310217293517255
140400010096,马厂卫生院,"113.111403,36.310242",113.111403,36.310242,113.10472225100887,36.31004020984451
140400010096,潞州三中,"113.117891,36.309803",113.117891,36.309803,113.1112140269006,36.309605712957165
140400010096,长北火车站,"113.121602,36.308529",113.121602,36.308529,113.11492820021991,36.30833531871489
140400010096,长北货场,"113.121671,36.305751",113.121671,36.305751,113.1149975860619,36.305558247126285
140400010096,交警五队,"113.121771,36.302595",113.121771,36.302595,113.11509804419319,36.30240331583313
140400010096,张庄,"113.121885,36.299065",113.121885,36.299065,113.11521255903412,36.298874505538684
140400010096,机务段,"113.121618,36.294225",113.121618,36.294225,113.11494588091495,36.29403572623195
140400010096,张庄南、鑫佳馨防盗门厂,"113.121262,36.290625",113.121262,36.290625,113.11458998266173,36.290436480550916
140400010096,水泥厂,"113.119679,36.282882",113.119679,36.282882,113.11300654166632,36.28269437260025
140400010096,李村沟,"113.120096,36.276755",113.120096,36.276755,113.11342459746349,36.27656952958711
140400010096,李村,"113.12161,36.271482",113.12161,36.271482,113.1149405209894,36.27129942423565
140400010096,郭村,"113.121433,36.263321",113.121433,36.263321,113.11476431185936,36.26314058694514
140400010096,陈村,"113.121343,36.260067",113.121343,36.260067,113.11467461026355,36.2598874205083
140400010096,果园,"113.12125,36.254382",113.12125,36.254382,113.11458218897805,36.25420392152903
140400010096,92925部队,"113.121424,36.249782",113.121424,36.249782,113.11475687801584,36.24960535210366
140400010096,三局路口,"113.121432,36.245687",113.121432,36.245687,113.11476536108572,36.24551148021526
140400010096,小辛庄,"113.121098,36.243614",113.121098,36.243614,113.11443130691633,36.243438736986455
140400010096,民航路口,"113.12176,36.239851",113.12176,36.239851,113.11509433383685,36.23967736678446
140400010096,潞州司法局,"113.122616,36.236728",113.122616,36.236728,113.11595148791648,36.236556020106406
140400010096,北环路口,"113.126379,36.227745",113.126379,36.227745,113.119719384921,36.22757928345143
140400010096,英雄北路口,"113.129006,36.225052",113.129006,36.225052,113.12234973696832,36.22488997529664
140400010096,纬五路西口,"113.126969,36.22052",113.126969,36.22052,113.12031088158956,36.220356822140566
140400010096,纬五路口,"113.125735,36.217778",113.125735,36.217778,113.11907583953764,36.2176141829656
140400010096,中级法院,"113.123962,36.21376",113.123962,36.21376,113.11730146323065,36.21359536698569
140400010096,保宁门街口,"113.122565,36.210573",113.122565,36.210573,113.11590347628884,36.21040779946682
140400010096,公交集团,"113.120867,36.206668",113.120867,36.206668,113.11420439587215,36.20650220302712
140400010096,桥北,"113.118294,36.200822",113.118294,36.200822,113.11162999845493,36.20065546544576
140400010096,市政府,"113.115356,36.19409",113.115356,36.19409,113.10869078623544,36.19392291897204
140400010096,英雄台,"113.111952,36.186258",113.111952,36.186258,113.10528590549536,36.18609068445609
140400010096,城隍庙,"113.115707,36.181208",113.115707,36.181208,113.10904349677192,36.18104432440513
140400010096,延安路口,"113.119875,36.179914",113.119875,36.179914,113.11321466240496,36.17975394163272
140400010096,市民政局,"113.122982,36.178948",113.122982,36.178948,113.11632453912104,36.17879104897857
140400010096,潞阳门路口,"113.12556,36.178145",113.12556,36.178145,113.11890524643013,36.177990881730125
140400010096,商校巷西,"113.128141,36.177327",113.128141,36.177327,113.12148923732637,36.177175942162094
140400010096,商校巷东,"113.131885,36.176173",113.131885,36.176173,113.12523804339206,36.176026746743815
140400010096,东关枢纽,"113.134089,36.175665",113.134089,36.175665,113.12744509996365,36.17552172919107
140400010095,东关枢纽,"113.133582,36.175764",113.133582,36.175764,113.12693738327556,36.17562003507381
140400010095,商校巷东,"113.131415,36.176367",113.131415,36.176367,113.12476740484955,36.176220108423145
140400010095,商校巷西,"113.128734,36.177217",113.128734,36.177217,113.12208295364336,36.17706665674206
140400010095,潞阳门路口,"113.125848,36.178117",113.125848,36.178117,113.11919355922628,36.177963197163514
140400010095,市民政局,"113.123564,36.178825",113.123564,36.178825,113.11690711864041,36.17866865463637
140400010095,延安路口,"113.120114,36.179896",113.120114,36.179896,113.11345386179474,36.179736154821235
140400010095,城隍庙,"113.1164,36.181014",113.1164,36.181014,113.10973696406185,36.180850875700465
140400010095,长兴路口、东南购物,"113.112525,36.182217",113.112525,36.182217,113.10585963545192,36.1820510014937
140400010095,英雄台,"113.112752,36.187969",113.112752,36.187969,113.10608607635263,36.187801732788735
140400010095,市政府,"113.114857,36.192734",113.114857,36.192734,113.10819164588966,36.192566909353495
140400010095,桥北,"113.118177,36.200269",113.118177,36.200269,113.11151297546944,36.20010250918026
140400010095,公交集团,"113.120877,36.206463",113.120877,36.206463,113.11421442831204,36.20629726393902
140400010095,保宁门街口,"113.122713,36.210673",113.122713,36.210673,113.116051604391,36.21050791718632
140400010095,中级法院,"113.12372,36.212986",113.12372,36.212986,113.11705931195307,36.21282132100589
140400010095,纬五路口,"113.125673,36.217418",113.125673,36.217418,113.11901381463638,36.2172542094229
140400010095,纬五路西口,"113.127144,36.220688",113.127144,36.220688,113.12048606007542,36.22052497385234
140400010095,英雄北路口,"113.12928,36.225421",113.12928,36.225421,113.12262402710368,36.22525920266717
140400010095,北环路口,"113.126435,36.227811",113.126435,36.227811,113.11977543912339,36.227645327402925
140400010095,潞州司法局,"113.122435,36.237383",113.122435,36.237383,113.11577024182546,36.2372106702435
140400010095,民航路口,"113.121771,36.239809",113.121771,36.239809,113.11510534867945,36.2396353884034
140400010095,小辛庄,"113.121089,36.243568",113.121089,36.243568,113.11442230437993,36.243392741252116
140400010095,三局路口,"113.121496,36.246106",113.121496,36.246106,113.11482936950262,36.24593042525442
140400010095,92925部队,"113.121363,36.250138",113.121363,36.250138,113.11469578239051,36.2499611978804
140400010095,果园,"113.121267,36.254614",113.121267,36.254614,113.11459917702113,36.25443587277009
140400010095,陈村,"113.12135,36.260159",113.12135,36.260159,113.1146816057759,36.259979401131716
140400010095,郭村,"113.121437,36.263507",113.121437,36.263507,113.11476829379184,36.26332653805788
140400010095,李村,"113.121604,36.271208",113.121604,36.271208,113.11493454747306,36.271025497434564
140400010095,李村沟,"113.120013,36.276984",113.120013,36.276984,113.11334150198934,36.276798390258335
140400010095,水泥厂,"113.119691,36.282986",113.119691,36.282986,113.11301853930746,36.282798352286605
140400010095,张庄南、鑫佳馨防盗门厂,"113.121235,36.290451",113.121235,36.290451,113.11456297907635,36.29026250791284
140400010095,机务段,"113.121619,36.294284",113.121619,36.294284,113.11494687494377,36.29409470933031
140400010095,张庄,"113.121871,36.299271",113.121871,36.299271,113.11519852228088,36.29908042941988
140400010095,交警五队,"113.121784,36.302205",113.121784,36.302205,113.11511110141626,36.30201344804914
140400010095,长北货场,"113.121676,36.305669",113.121676,36.305669,113.11500260012757,36.30547627721865
140400010095,马厂新区,"113.120827,36.309436",113.120827,36.309436,113.11415241109566,36.30924132448897
140400010095,潞州三中,"113.116699,36.310057",113.116699,36.310057,113.11002116092375,36.3098587105151
140400010095,马厂卫生院,"113.111408,36.310301",113.111408,36.310301,113.10472724620372,36.31009919409629
140400010095,马厂法院,"113.107574,36.310471",113.107574,36.310471,113.10089200770919,36.31026734253007
140400010095,和谐花园,"113.097452,36.310753",113.097452,36.310753,113.09077047062856,36.310547464857414
140400010095,漳电口,"113.097529,36.311793",113.097529,36.311793,113.09084732465158,36.31158713531268
140400010095,高庄,"113.100082,36.317258",113.100082,36.317258,113.0933990522862,36.31705045199783
140400010095,合成口,"113.104583,36.325809",113.104583,36.325809,113.09789879530369,36.3255994698995
140400010095,亚瑞公司,"113.10514,36.326794",113.10514,36.326794,113.09845572350976,36.326584304673965
140400010095,铁运公司,"113.09835,36.358688",113.09835,36.358688,113.09166260723646,36.35846657339405
140400010095,魏村,"113.094177,36.358452",113.094177,36.358452,113.08749125786026,36.35823104869082
140400010095,东旺,"113.082154,36.358075",113.082154,36.358075,113.0754784295098,36.35785966149561
140400010095,长钢厂区北口(招呼站),"113.0713,36.357969",113.0713,36.357969,113.06464056230529,36.357764217794596
140400010095,西旺,"113.068368,36.358451",113.068368,36.358451,113.06171397622522,36.35824978213724
140400010095,故漳口,"113.061962,36.359401",113.061962,36.359401,113.05532141400553,36.35920888086494
140400010095,西沟(招呼站),"113.057395,36.36017",113.057395,36.36017,113.05076527750221,36.359985368519716
140400010095,长钢,"113.051682,36.361759",113.051682,36.361759,113.04506723508285,36.361584664460956
900000184146,柏子村,"112.144544,36.547275",112.144544,36.547275,112.13803029306997,36.54703294663319
900000184146,水泉坪村,"112.158782,36.541305",112.158782,36.541305,112.15230223740046,36.54109035626495
900000184146,康伟集团,"112.160304,36.53935",112.160304,36.53935,112.15382821347292,36.5391391133312
900000184146,王庄村,"112.171453,36.534831",112.171453,36.534831,112.16500577598408,36.53464312543981
900000184146,畅村,"112.183878,36.518534",112.183878,36.518534,112.17746382446187,36.518377290579046
900000184146,太岳煤矿,"112.188029,36.514966",112.188029,36.514966,112.18162533210841,36.514818497298116
900000184146,好村,"112.197483,36.509641",112.197483,36.509641,112.19110183443797,36.509512211141356
900000184146,郡家沟村,"112.207205,36.496062",112.207205,36.496062,112.2008456512709,36.49595447525112
900000184146,蔚村,"112.213485,36.487218",112.213485,36.487218,112.20713821481353,36.487122938162265
900000184146,渣滩村,"112.225172,36.47192",112.225172,36.47192,112.21884461296005,36.47184436772386
900000184146,北峪村,"112.235806,36.455509",112.235806,36.455509,112.22949159832136,36.45544800637192
900000184146,中峪村,"112.243473,36.450238",112.243473,36.450238,112.23716404796626,36.45018210268666
900000184146,南峪村,"112.247019,36.443237",112.247019,36.443237,112.24071214276081,36.44318463132209
900000184146,白家滩村,"112.261828,36.430013",112.261828,36.430013,112.25552165811297,36.42996333973739
900000184146,西王勇村,"112.272083,36.418181",112.272083,36.418181,112.26577134965159,36.418129443448
900000184146,东王勇村,"112.278688,36.412093",112.278688,36.412093,112.27237033519339,36.4120376284154
900000184146,龙头村,"112.293207,36.400574",112.293207,36.400574,112.28686997600812,36.40050471291868
900000184146,南石村,"112.313779,36.403393",112.313779,36.403393,112.30740173502102,36.40328817739215
900000184146,北石村,"112.319144,36.422686",112.319144,36.422686,112.31275284390566,36.42256358610157
900000184146,三友村,"112.329799,36.443067",112.329799,36.443067,112.32338159313312,36.44291587843402
900000184146,赵寨村,"112.334701,36.447216",112.334701,36.447216,112.32827206060813,36.44705376609984
900000184146,河神庙村,"112.337965,36.459538",112.337965,36.459538,112.33152736640211,36.45936431216468
900000184146,曹家园村南,"112.341564,36.46489",112.341564,36.46489,112.33511781845566,36.464707267685725
900000184146,曹家园村北,"112.341873,36.473195",112.341873,36.473195,112.33542520219545,36.47300802161513
900000184146,观音坪,"112.341467,36.479036",112.341467,36.479036,112.33501942763208,36.47884714857589
900000184145,观音坪,"112.341508,36.478981",112.341508,36.478981,112.33506034414835,36.4787920976685
900000184145,曹家园村北,"112.341882,36.473187",112.341882,36.473187,112.33543418345269,36.47300000859703
900000184145,曹家园村南,"112.342466,36.465764",112.342466,36.465764,112.33601775191526,36.46557922254529
900000184145,河神庙,"112.338045,36.459459",112.338045,36.459459,112.33160719741382,36.45928519612179
900000184145,赵寨村,"112.334424,36.446642",112.334424,36.446642,112.32799574820271,36.44648053557628
900000184145,三友村,"112.329682,36.443063",112.329682,36.443063,112.32326485833578,36.44291210436449
900000184145,北石村,"112.319126,36.42261",112.319126,36.42261,112.31273489232781,36.42248765058547
900000184145,南石村,"112.314113,36.404031",112.314113,36.404031,112.3077349442842,36.40392531696053
900000184145,龙头村,"112.293612,36.400584",112.293612,36.400584,112.28727429492037,36.400514113950905
900000184145,东王勇村,"112.278626,36.412124",112.278626,36.412124,112.27230840293294,36.412068681293384
900000184145,西王勇村,"112.272279,36.417875",112.272279,36.417875,112.26596721164876,36.41782340162416
900000184145,白家滩村,"112.262398,36.43007",112.262398,36.43007,112.25609140879668,36.43002004579215
900000184145,南峪村,"112.247014,36.443307",112.247014,36.443307,112.24070713353368,36.443254601475275
900000184145,中峪村,"112.243427,36.450298",112.243427,36.450298,112.23711802031215,36.45024206663747
900000184145,北峪村,"112.235798,36.45559",112.235798,36.45559,112.22948358279933,36.455528967402074
900000184145,渣滩村,"112.224855,36.472222",112.224855,36.472222,112.21852717150884,36.47214595113893
900000184145,蔚村,"112.21354,36.487408",112.21354,36.487408,112.2071932889208,36.48731291953325
900000184145,郡家沟村,"112.207189,36.496133",112.207189,36.496133,112.20082961216859,36.49602541947056
900000184145,好村,"112.197758,36.509486",112.197758,36.509486,112.19137746043063,36.5093577326181
900000184145,太岳煤矿,"112.188413,36.514751",112.188413,36.514751,112.18201027844832,36.514604282851224
900000184145,畅村,"112.18383,36.518581",112.18383,36.518581,112.17741570097725,36.51842418021871
900000184145,王庄村,"112.171117,36.534898",112.171117,36.534898,112.16466891616152,36.53470946079021
900000184145,康伟集团,"112.160188,36.539496",112.160188,36.539496,112.15371190984395,36.53928482784245
900000184145,水泉坪村,"112.158765,36.541326",112.158765,36.541326,112.15228519324036,36.5411113148351
900000184145,柏子村,"112.14456,36.547263",112.14456,36.547263,112.13804632938155,36.54702097816917
900000140074,久安公交公司,"113.221441,36.098346",113.221441,36.098346,113.21496429127323,36.09836267835631
900000140074,公交公司,"113.219746,36.098805",113.219746,36.098805,113.21326732410681,36.09881982328085
900000140074,老东河村,"113.215986,36.103667",113.215986,36.103667,113.2095021453953,36.10367653237862
900000140074,新一中,"113.218255,36.107508",113.218255,36.107508,113.21177356330246,36.10751926271768
900000140074,修善村,"113.221665,36.113319",113.221665,36.113319,113.21518683773137,36.113332552627426
900000140074,坛上村,"113.218287,36.124572",113.218287,36.124572,113.21180366492327,36.12457945430291
900000140074,污水处理厂,"113.214406,36.125816",113.214406,36.125816,113.20791753494039,36.125818653690786
900000140074,宜盛苑,"113.21275,36.122483",113.21275,36.122483,113.20625962592527,36.12248434737405
900000140074,红旗小学,"113.210694,36.118507",113.210694,36.118507,113.2042011109613,36.11850657961373
900000140074,米兰装饰城,"113.209935,36.117002",113.209935,36.117002,113.20344115238942,36.11700090572527
900000140074,壶关宾馆,"113.206746,36.114734",113.206746,36.114734,113.20024746964079,36.11472899520188
900000140074,博雅西苑,"113.205661,36.112146",113.205661,36.112146,113.19916101412043,36.112140014523
900000140074,锦绣花园,"113.204671,36.10976",113.204671,36.10976,113.19816965964871,36.10975309960597
900000140074,人民医院,"113.203815,36.107884",113.203815,36.107884,113.19731244534377,36.10787624740439
900000140074,保险公司,"113.204051,36.105873",113.204051,36.105873,113.19754906967349,36.105866050146716
900000140074,运管所,"113.203275,36.104455",113.203275,36.104455,113.19677192450246,36.10444720317266
900000140074,中瀛酒店,"113.20191,36.101919",113.20191,36.101919,113.19540487615023,36.10190968913671
900000140074,南洋中学,"113.203488,36.10012",113.203488,36.10012,113.1969857777021,36.100113492028825
900000140074,检察院,"113.207413,36.098659",113.207413,36.098659,113.20091735553731,36.09865854007362
900000140074,文体中心,"113.210777,36.09497",113.210777,36.09497,113.20428690733054,36.09497495996809
900000140074,县财政局,"113.208672,36.0929",113.208672,36.0929,113.20217897148788,36.09290257745166
